id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1134424797322960896,1134424797322960896,2019-05-31 17:12:02 IST,2019-05-31,17:12:02,+0530,906105384854630400,ethirajans,Ethirajan Srinivasan 🇮🇳🚩,,Do female goddesses have menstrual cycle? Will they bleed? Asked PTTV Host Karthik during a debate on #Sabarimala!  2 suicides in two days @ SRM university!  Will your channel debate as to why SRM students are bleeding to death? @karthickselvaa  #SRMcollegesuicides,en,"[{'screen_name': 'karthickselvaa', 'name': 'karthigaichelvan s', 'id': '52334569'}]",[],[],17,198,284,"['sabarimala', 'srmcollegesuicides']",[],https://twitter.com/Ethirajans/status/1134424797322960896,False,,0,,,,,,,,[],,,,
1133993506756673536,1133993506756673536,2019-05-30 12:38:15 IST,2019-05-30,12:38:15,+0530,2341741537,cpimspeak,CPI (M),,Kerala CM @vijayanpinarayi: LDF govt will not change its stand on #Sabarimala.  https://t.co/F4onl9SUOm,en,"[{'screen_name': 'vijayanpinarayi', 'name': 'pinarayi vijayan', 'id': '2707179805'}]",['https://indianexpress.com/article/india/kerala-after-poll-rout-no-change-in-pinarayi-vijayan-stand-on-sabarimala-5755282/'],[],29,109,408,['sabarimala'],[],https://twitter.com/cpimspeak/status/1133993506756673536,False,,0,,,,,,,,[],,,,
1131566520465731584,1131566520465731584,2019-05-23 19:54:16 IST,2019-05-23,19:54:16,+0530,63020100,arunakrishnan,Aruna Krishnan അരുണ കൃഷ്ണൻ अरुणा कृष्णन 🇮🇳,,"#ElectionResults2019  As a Sanghi, PM Modi supporter in #Kerala, I am not going to feel apologetic/ashamed. So many 'Hindus' are trying to mock us over #Sabarimala, saying we failed because we didn't do anything We know we worked real hard, gave all we got, our karyakartas 1/n",en,[],[],[],94,220,701,"['electionresults2019', 'kerala', 'sabarimala']",[],https://twitter.com/Arunakrishnan/status/1131566520465731584,False,,0,,,,,,,,[],,,,
1131086777140146176,1131086777140146176,2019-05-22 12:07:56 IST,2019-05-22,12:07:56,+0530,867004927138119680,excomradekerala,Ex-Comrade ☭,,"Emmanuel Milan Joseph, Grandson of @cpimspeak national  leader MM Lawrence, visited #Sabarimala after observing Vrut&amp;following other traditional rituals, with @Kummanam  Young Emmanuel has just finished his schooling, but dared the fascist CPM, shunning his grandfather's ideology  https://t.co/FFEOt7bY9C",en,"[{'screen_name': 'cpimspeak', 'name': 'cpi (m)', 'id': '2341741537'}, {'screen_name': 'kummanam', 'name': 'kummanam rajasekharan', 'id': '1097586764'}]",[],"['https://pbs.twimg.com/media/D7JtaY2U0AURWZI.jpg', 'https://pbs.twimg.com/media/D7JtbCmV4AANzrk.jpg']",19,275,718,['sabarimala'],[],https://twitter.com/excomradekerala/status/1131086777140146176,False,,1,https://pbs.twimg.com/media/D7JtaY2U0AURWZI.jpg,,,,,,,[],,,,
1130679517964525568,1130679517964525568,2019-05-21 09:09:38 IST,2019-05-21,09:09:38,+0530,49877768,surnell,Suresh N 🇮🇳,,#SaveSabarimalaTradition Panchalimedu connected closely to #Sabarimala has more than 100 crosses that has suddenly emerged in land belonging to Forest Department. It also has centuries old Sri Bhuvaneshwari Temple in the vicinity  https://t.co/AVbjr0vbuC,en,[],[],[],15,376,229,"['savesabarimalatradition', 'sabarimala']",[],https://twitter.com/surnell/status/1130679517964525568,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1130679361332375553/pu/img/7UmLt48utPAKfN1E.jpg,,,,,,,[],,,,
1129622110253355008,1129622110253355008,2019-05-18 11:07:53 IST,2019-05-18,11:07:53,+0530,49877768,surnell,Suresh N 🇮🇳,,Waah! Lovely Gesture by #Kerala Government. When Motor Vehicle Department's official vehicle is used to serve Biryani and Water Bottle to break the day's fasting for #Ramzan in Malappuram District. Hope it will be done for #Sabarimala Pilgrims who also observe 41 days Vrata  https://t.co/OhcetSArQn,en,[],[],[],113,1208,1601,"['kerala', 'ramzan', 'sabarimala']",[],https://twitter.com/surnell/status/1129622110253355008,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1129621828899549185/pu/img/EosdPTskWnUHzXJQ.jpg,,,,,,,[],,,,
1129340985941667844,1129340985941667844,2019-05-17 16:30:47 IST,2019-05-17,16:30:47,+0530,1611887712,kuvalayamala,🍿,,#Sabarimala temple opened for Monthly puja. Rumours of young woman coming for desecration put Ayyappa devotees into panic. Temple will be closed on May 19   https://t.co/TQ75lJSLV4,en,[],['https://www.deccanherald.com/national/south/rumours-over-entry-of-woman-in-sabarimala-734024.html'],[],3,97,138,['sabarimala'],[],https://twitter.com/Kuvalayamala/status/1129340985941667844,False,,0,,,,,,,,[],,,,
1129215478763704321,1129215478763704321,2019-05-17 08:12:04 IST,2019-05-17,08:12:04,+0530,21080743,ratansharda55,Ratan Sharda 🇮🇳,,Now I understand why #Sabarimala petition supported by @RahulEaswar failed. You can't argue for something that you misunderstand or hate.,en,"[{'screen_name': 'rahuleaswar', 'name': 'rahul easwar', 'id': '57207846'}]",[],[],31,190,515,['sabarimala'],[],https://twitter.com/RatanSharda55/status/1129215478763704321,False,https://twitter.com/RahulEaswar/status/1129026026091081728,0,,,,,,,,[],,,,
1127978546142633985,1127978546142633985,2019-05-13 22:16:56 IST,2019-05-13,22:16:56,+0530,1611887712,kuvalayamala,🍿,,When #TrissurPooram honoured the fight of Ayyappa devotees for saving the tradition of #Sabarimala temple  https://t.co/gvzjQ252pw,en,[],[],['https://pbs.twimg.com/media/D6digelWAAAkNJC.jpg'],21,614,1932,"['trissurpooram', 'sabarimala']",[],https://twitter.com/Kuvalayamala/status/1127978546142633985,False,,1,https://pbs.twimg.com/media/D6digelWAAAkNJC.jpg,,,,,,,[],,,,
1126818770477993984,1126818770477993984,2019-05-10 17:28:24 IST,2019-05-10,17:28:24,+0530,272801887,pratheesh_hind,Pratheesh Viswanath,,"Ganesh, our worker who was arrested for stoping activists entering Sabarimala is released today. Police charged fake cases against him and was prisoned. Swamy Saranam. #Sabarimala.  https://t.co/hxssWvpiTL",en,[],[],['https://pbs.twimg.com/media/D6NDsLBUEAARkUg.jpg'],17,221,493,['sabarimala'],[],https://twitter.com/pratheesh_Hind/status/1126818770477993984,False,,1,https://pbs.twimg.com/media/D6NDsLBUEAARkUg.jpg,,,,,,,[],,,,
