,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1398777935432237056,1398777935432237056,1622329622000.0,2021-05-30 04:37:02,+0530,,¡Aaaaarraaancamos con el segundo taller de #Notion en Perú! 🇵🇪  Dictado por @pathrosmanay  Aún te puedes inscribir por 👇🏼   https://t.co/5BLPNQqNtq  @NotionEspa @prodactive_co  https://t.co/v7jP5ICrMi,es,['notion'],[],316215364,316215364,Josec_et,🇵🇪 Josecarlos Escobar,7,04,https://twitter.com/Josec_et/status/1398777935432237056,['http://bit.ly/TallerNotionCRM'],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1398777851466375169/pu/img/yDYH05kOXSfYbi9r.jpg,False,1,0,0,,#notion,,,,,,,[],,,,
1,1398733535037513734,1398733535037513734,1622319036000.0,2021-05-30 01:40:36,+0530,,¡Hooooooy! Nos vemos a las 6:00 p.m. (hora Perú) para el segundo taller de #Notion en Perú. 🥳🇵🇪  Link de registro:  https://t.co/5BLPNQqNtq  @NotionEspa @NotionHQ @pathrosmanay @prodactive_co  https://t.co/lPKjE9ZcM1,es,['notion'],[],316215364,316215364,Josec_et,🇵🇪 Josecarlos Escobar,7,01,https://twitter.com/Josec_et/status/1398733535037513734,['http://bit.ly/TallerNotionCRM'],['https://pbs.twimg.com/media/E2lMu8KX0AA78Y-.jpg'],1,https://pbs.twimg.com/media/E2lMu8KX0AA78Y-.jpg,False,2,0,0,,#notion,,,,,,,[],,,,
2,1398725337752563713,1398725337752563713,1622317082000.0,2021-05-30 01:08:02,+0530,,広告掲載しました。大作（30分弱！）お疲れ様です！ (*´ω`)ﾉ 【オリジナルクラシカ初演祭９】 交響曲第2番 第一楽章 自演  https://t.co/oI0KioaA9B #sm38809680 #ニコニコ動画 #DTM #Notion #オリジナル曲 #オーケストラ #DTMクラシック #オリジナルクラシカ初演祭9 #自演,ja,"['sm38809680', 'ニコニコ動画', 'dtm', 'notion', 'オリジナル曲', 'オーケストラ', 'dtmクラシック', 'オリジナルクラシカ初演祭9', '自演']",[],727562432923598853,727562432923598853,kakurakutekiko1,petite philosophie,7,01,https://twitter.com/kakurakutekiko1/status/1398725337752563713,['https://nico.ms/sm38809680?ref=twitter&camp202103tw=NoFM35UgEh_1622316937770'],[],0,,False,4,0,0,,#notion,,,,,,,[],,,,
3,1398720589024546817,1398720589024546817,1622315950000.0,2021-05-30 00:49:10,+0530,,タスク管理 #notion がおすすめです なんつったってデバイスフリー📱 全然タスク減らせてねぇけどな✌︎ つべで神テンプ配ってる人の使わせてもろてます  https://t.co/TMSL2xHGY6,ja,['notion'],[],3183951464,3183951464,umedaoff77,梅田▶︎原稿中...🤤,7,00,https://twitter.com/umedaoff77/status/1398720589024546817,[],['https://pbs.twimg.com/media/E2lA9j7VIAEmdlE.jpg'],1,https://pbs.twimg.com/media/E2lA9j7VIAEmdlE.jpg,False,5,0,1,,#notion,,,,,,,[],,,,
4,1398696686537560065,1398696686537560065,1622310251000.0,2021-05-29 23:14:11,+0530,,Dashboard progress update: It's coming together!  #Notion @NotionHQ  https://t.co/Ls6s1lAaUt,en,['notion'],[],61458909,61458909,monicarysavy,Dr. Monica D.T. Rysavy,6,23,https://twitter.com/monicarysavy/status/1398696686537560065,[],['https://pbs.twimg.com/media/E2krJ2eX0AIuqcY.jpg'],1,https://pbs.twimg.com/media/E2krJ2eX0AIuqcY.jpg,False,24,1,2,,#notion,,,,,,,[],,,,
5,1398659811663810560,1398659811663810560,1622301459000.0,2021-05-29 20:47:39,+0530,,I've only recently realised how important speed is in the role of digital tools.   I've thrown so much of my working into #roam recently over #notion  (where most of my digital brain is) simple because of the ease in throwing ideas into places.  Creativity is fast and loose.,en,"['roam', 'notion']",[],50353584,50353584,kenakennedy,Alex Kennedy,6,20,https://twitter.com/kenakennedy/status/1398659811663810560,[],[],0,,False,2,0,0,,#notion,,,,,,,[],,,,
6,1398650533334851584,1398650533334851584,1622299247000.0,2021-05-29 20:10:47,+0530,,Notionに手を付け始めて約1ヶ月。ようやく要領を掴めた感じはあるけど、突如有料になったり、サービス終了となった時にビビって全てのデータをここで一元化させるの避けてまう。#Notion,ja,['notion'],[],151226938,151226938,shippu_6,たけやん,6,20,https://twitter.com/shippu_6/status/1398650533334851584,[],[],0,,False,2,0,0,,#notion,,,,,,,[],,,,
7,1398647864234893322,1398647864234893322,1622298611000.0,2021-05-29 20:00:11,+0530,,今更だけど #Evernote と #Notion どちらを使うか悩んでる #寝室 にて,ja,"['evernote', 'notion', '寝室']",[],827920385949650944,827920385949650944,_kanau_kokoro,こころ（はてなブログ：カナエルノート）,6,20,https://twitter.com/_kanau_kokoro/status/1398647864234893322,[],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
8,1398634370655612933,1398634370655612933,1622295393000.0,2021-05-29 19:06:33,+0530,,🌟妻のために #Notion で家計簿作りました  最近カレンダー式のノートに家計簿を記載してたのでNotionで作ってみました。  要望として ・カテゴリ別で自動集計 ・支払い方法の入力（クレジットとか） ・クレジットで使った金額 ・自由な日付入力  スマホでも使えるので即入力可です☺️  https://t.co/35KLrtfG90,ja,['notion'],[],1256003878589353984,1256003878589353984,micco_catlike,みっこー@効率化×NoCode,6,19,https://twitter.com/micco_catlike/status/1398634370655612933,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1398629681285398528/pu/img/-drYk3nAtp3U1l_v.jpg,False,3,0,0,,#notion,,,,,,,[],,,,
9,1398623899210817541,1398390864599154689,1622292897000.0,2021-05-29 18:24:57,+0530,,ついに、坊主にしちゃいました❗️ めっちゃ気持ちいいです✨ 家族の反応は、かなり薄め（笑） 高校のときは、ずっと坊主だったのでね😂 いやー、坊主最高っす❗️  #今日の積み上げ  ✅#ブログ ✅#読書 ✅#Notion,ja,"['今日の積み上げ', 'ブログ', '読書', 'notion']",[],369917203,369917203,z02n05,ぞの@アクティブな会社員,6,18,https://twitter.com/z02n05/status/1398623899210817541,[],[],0,,False,7,0,0,,#notion,,,,,,,[],,,,
10,1398603924609765381,1398603924609765381,1622288135000.0,2021-05-29 17:05:35,+0530,,とりあえず切りのいいとこまで出来て、集中力も限界なので、デイトラ学習終了！ コツコツと着実に進めてこー😊  Notionを使って今後のタスク管理とかを出来るようにカスタマイズしながら遊んでます🙌  #デイトラ #web制作 #webデザイン #Notion #駆け出しエンジニア,ja,"['デイトラ', 'web制作', 'webデザイン', 'notion', '駆け出しエンジニア']",[],1365666215717298178,1365666215717298178,merosu_web,ググれメロス@web制作×Uber配達員,6,17,https://twitter.com/merosu_web/status/1398603924609765381,[],[],0,,False,23,0,0,,#notion,,,,,,,[],,,,
11,1398588713400164354,1398588713400164354,1622284508000.0,2021-05-29 16:05:08,+0530,,"2021 Habits Tracker Notion Template #notion, @NotionHQ, #productivity  https://t.co/vyftxKLMQ2",en,"['notion', 'productivity']",[],2232441,2232441,polle,Peter Olle 🕺🏻,6,16,https://twitter.com/polle/status/1398588713400164354,['https://is.gd/xkAz7k'],[],0,,False,1,0,1,,#notion,,,,,,,[],,,,
12,1398587494824697868,1398587494824697868,1622284217000.0,2021-05-29 16:00:17,+0530,,A new @NotionHQ template: Library  It's free!  Updated on my website too:  https://t.co/jr2KsdJml4  Check it out:  https://t.co/IH4SeEl9hx  #notion #notiontwt #notiontemplate #template #books  #100DaysOfCode ✌  https://t.co/GDgpMH3Fhx,en,"['notion', 'notiontwt', 'notiontemplate', 'template', 'books', '100daysofcode']",[],1344940887520858113,1344940887520858113,AtulACleaver,Atul Anand,6,16,https://twitter.com/AtulACleaver/status/1398587494824697868,"['http://atulanand.co', 'https://tinyurl.com/Library-Notion-Template']","['https://pbs.twimg.com/media/E2jHYDZVkAETHQk.jpg', 'https://pbs.twimg.com/media/E2jHYD-VgAQIiCR.jpg']",1,https://pbs.twimg.com/media/E2jHYDZVkAETHQk.jpg,False,3,1,3,,#notion,,,,,,,[],,,,
13,1398551181920804866,1398551181920804866,1622275560000.0,2021-05-29 13:36:00,+0530,,تعتبر خدمة #Notion من أشهر الخدمات عالمياً في ذلك؛ لأنها تتيح لك بناء منظومة تقنية لأتمتة عمليات المتابعة والتواصل بينك وبين فريق العمل من الصفر وكما تريد. رابط الخدمة:  https://t.co/MgZZq02gfh,ar,['notion'],[],813636693727318016,813636693727318016,ConsuITech,إستشارات برمجية,6,13,https://twitter.com/ConsuITech/status/1398551181920804866,['https://notion.so/product'],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
14,1398545238797389826,1398545238797389826,1622274143000.0,2021-05-29 13:12:23,+0530,,This week I started using @NotionHQ to keep all of my work notes organised. I'm so hooked! This morning I've been writing notes on the book I'm reading as it's complicated and i keep forgetting whats happened. So helpful! #productivity #notion,en,"['productivity', 'notion']",[],210432366,210432366,BeckyTTurner,Becky Turner,6,13,https://twitter.com/BeckyTTurner/status/1398545238797389826,[],[],0,,False,2,1,1,,#notion,,,,,,,[],,,,
15,1398543167499079689,1398543167499079689,1622273649000.0,2021-05-29 13:04:09,+0530,,I just love Notion. It is more than what you expect it to be. It's like that one song you didn't know you needed. @NotionHQ #Notion,en,['notion'],[],1504600951,1504600951,oksalil,Salil Chincholikar,6,13,https://twitter.com/oksalil/status/1398543167499079689,[],[],0,,False,4,2,1,,#notion,,,,,,,[],,,,
16,1398530090141691906,1398530090141691906,1622270531000.0,2021-05-29 12:12:11,+0530,,"I ""quickly"" wanted to tweet about @thenotionette and wanted to tag my co-authors. Now I find myself updating our CRM for 1h+, so that we can copy/paste our Twitter handles... #productivitytorture #notiontwt #notion",en,"['productivitytorture', 'notiontwt', 'notion']",[],3401649285,3401649285,nataschabuck,Natascha Buck 🇨🇭(CET),6,12,https://twitter.com/nataschabuck/status/1398530090141691906,[],[],0,,False,6,0,0,,#notion,,,,,,,[],,,,
17,1398524844124250112,1398524844124250112,1622269280000.0,2021-05-29 11:51:20,+0530,,#Notion に論文をストックしているけど、執筆に #Obsidian 使っているから、最初から #Obsidian にストックした方が効率的かも、と思い始めた...。,ja,"['notion', 'obsidian', 'obsidian']",[],44262151,44262151,ezy_jp,フィジカルトレーナー 飯島庸一,6,11,https://twitter.com/ezy_jp/status/1398524844124250112,[],[],0,,False,2,0,0,,#notion,,,,,,,[],,,,
18,1398477317794537477,1398477317794537477,1622257949000.0,2021-05-29 08:42:29,+0530,,俺たちのNotionロードは  まだ始まったばかり  これからも続くNotion坂を登り続けるんだ！  #Notion,ja,['notion'],[],986759043560628224,986759043560628224,sagamihara_iPad,さがみー＠スマホ先生,6,08,https://twitter.com/sagamihara_iPad/status/1398477317794537477,[],[],0,,False,6,2,0,https://twitter.com/umizaru1729/status/1398475813658398720,#notion,,,,,,,[],,,,
19,1398468768704000003,1398468768704000003,1622255911000.0,2021-05-29 08:08:31,+0530,,第1会Notionハンズオン勉強会　終了  非力ながら講師として参加させていただきました。 少しでもお役に立てたら光栄です🙏  教えることが最高のアウトプットの感じた会でした！！ またやりたい  それまでにもっとnotion使いこなすぞーー💪  #notion #リベ,ja,"['notion', 'リベ']",[],1253983723378184192,1253983723378184192,kiki7dow,かわむー@読書家プログラマー,6,08,https://twitter.com/kiki7dow/status/1398468768704000003,[],[],0,,False,23,3,0,,#notion,,,,,,,[],,,,
20,1398439469951356928,1398439469951356928,1622248926000.0,2021-05-29 06:12:06,+0530,,Watching @augustbradley YouTube videos on #notion. The databases are real! 🤯🤯🤯,en,['notion'],[],1048486179157540864,1048486179157540864,magnoliaediting,Adrienne Huston,6,06,https://twitter.com/magnoliaediting/status/1398439469951356928,[],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
21,1398390864599154689,1398390864599154689,1622237337000.0,2021-05-29 02:58:57,+0530,,おはようございます☀️ 気持ちよく目覚めることができました✌️ 今日は、バリカン使って、頭を坊主にする予定‼️ 高校以来なので、ちと恥ずかしい（笑）  #今日の積み上げ  □#ブログ □#読書 □#Notion  #朝活 #ツイ自 #早起きチャレンジ,ja,"['今日の積み上げ', 'ブログ', '読書', 'notion', '朝活', 'ツイ自', '早起きチャレンジ']",[],369917203,369917203,z02n05,ぞの@アクティブな会社員,6,02,https://twitter.com/z02n05/status/1398390864599154689,[],[],0,,False,23,1,0,,#notion,,,,,,,[],,,,
22,1398381193234616320,1398381193234616320,1622235031000.0,2021-05-29 02:20:31,+0530,,#notion es una navaja suiza,es,['notion'],[],1063064802413740034,1063064802413740034,wldrocha,Wladimir Rocha,6,02,https://twitter.com/wldrocha/status/1398381193234616320,[],[],0,,False,6,0,0,,#notion,,,,,,,[],,,,
